Geography,Year,Sex,Drug Type,Dispensation Rate,Total Dispensation,Unique Dispensation,Total Population,Standard Error,Standard Score,Alberta Rate
Z2,2012,F,THIRD-G-CEPHALOSPORINS,4.2384452796000005,3877.0,3150.0,718003.7663,0.0766543507,-61.17881578,8.9280676803
Z2,2012,F,TRIMETHOPRIM AND DERIVATIVES,0.6905551547000001,1083.0,465.0,718003.7663,0.0326226179,2.6809521259,0.6030954778000001
Z2,2012,M,ANY ANTIMICROBIALS,264.02486349,324557.0,187216.0,732536.57024,0.6339980659000001,-16.45285953,274.45594461
Z2,2012,M,BETA-L-PENICILLIN,102.93254505,99021.0,75318.0,732536.57024,0.38747728680000004,4.0948560439,101.34588134
Z2,2012,M,BETA-L-RESISTANT-PENICILLIN,3.0252488215,2493.0,2079.0,732536.57024,0.0695553518,-25.57459433,4.8040987273
Z2,2012,M,BETA-L-SENSITIVE-PENICILLIN,14.562880545,11850.0,10628.0,732536.57024,0.145379221,-4.989382900000001,15.288233144000001
Z2,2012,M,CARBAPENEMS,0.0950827071,129.0,53.0,732536.57024,0.0137433957,1.3961131531,0.0758953716
Z2,2012,M,COMBINATION PENICILLIN,14.433970658,11918.0,10181.0,732536.57024,0.1489017949,-33.4260762,19.411173401000003
Z2,2012,M,COMBINATION SULFONAMIDES & TRIMETHORPIM,10.145774694000002,11785.0,6465.0,732536.57024,0.13304633440000002,-3.8722398040000003,10.660962006000002
Z2,2012,M,FIRST-G-CEPHALOSPORINS,39.855185417,34474.0,27199.0,732536.57024,0.2529596703,-13.14858,43.18124588
Z2,2012,M,FLUOROQUINOLONES,42.45233940200001,34883.0,25854.0,732536.57024,0.27779894660000004,-17.10014127,47.202740634
Z2,2012,M,GLYCOPEPTIDE ANTIBACTERIALS,0.37211153550000003,668.0,240.0,732536.57024,0.0253001448,5.7914254432000005,0.225587633
Z2,2012,M,IMIDAZOLE DERIVATIVES,0.4533274008,467.0,324.0,732536.57024,0.0261177877,3.7132960275,0.35634432340000005
Z2,2012,M,INTERMEDIATE-ACTING SULFONAMIDES,0.0,0.0,0.0,732536.57024,0.0027302242,0.0,0.0
Z2,2012,M,LINCOSAMIDES,10.794427134000001,9255.0,7435.0,732536.57024,0.1299692291,-47.2365058,16.933719379000003
Z2,2012,M,MACROLIDES,77.34139363500002,70111.0,56681.0,732536.57024,0.33515839560000005,4.8492103015,75.716140091
Z2,2012,M,MONOBACTAMS,0.0141870591,22.0,10.0,732536.57024,0.0046361899,-0.106253895,0.0146796724
Z2,2012,M,NITROFURAN DERIVATIVES,3.0473868124,2503.0,1597.0,732536.57024,0.080786862,-1.056907779,3.1327710753
Z2,2012,M,OTHER AMINOGLYCOSIDES,0.14365544130000002,264.0,96.0,732536.57024,0.0152161675,1.1003137351,0.1269128832
Z2,2012,M,OTHER ANTIBACTERIALS,0.0630823729,59.0,39.0,732536.57024,0.010679339,1.3619184649,0.048537984
Z2,2012,M,OTHER CEPHALOSPORINS,0.0,0.0,0.0,732536.57024,0.0027302242,0.0,0.0
Z2,2012,M,POLYMYXINS,0.0093770886,31.0,6.0,732536.57024,0.0039515525,0.37850656550000006,0.0078814
Z2,2012,M,SECOND-G-CEPHALOSPORINS,14.257235468000001,12255.0,10343.0,732536.57024,0.1455439409,2.7550851707,13.856249515
Z2,2012,M,STEROID ANTIBACTERIALS,0.0,0.0,0.0,732536.57024,0.0027302242,0.0,0.0
Z2,2012,M,STREPTOMYCIN,0.0,0.0,0.0,732536.57024,0.0027302242,0.0,0.0
Z2,2012,M,TETRACYCLINES,15.972478792,19933.0,11068.0,732536.57024,0.15701928780000002,-7.306568393000001,17.119750957
Z2,2012,M,THIRD-G-CEPHALOSPORINS,2.2679586075000002,2268.0,1674.0,732536.57024,0.0577653586,-23.982646830000004,3.6533248025000002
Z2,2012,M,TRIMETHOPRIM AND DERIVATIVES,0.1309100816,172.0,73.0,732536.57024,0.0165250065,-2.122342241,0.16598180080000002
Z2,2013,BOTH,ANY ANTIMICROBIALS,309.17075083000003,823201.0,455356.0,1498685.0036,0.46861509090000003,-30.794560210000004,323.60154646
Z2,2013,BOTH,BETA-L-PENICILLIN,116.78465642,229065.0,176063.0,1498685.0036,0.2840338637,0.9952328455,116.50197659
Z2,2013,BOTH,BETA-L-RESISTANT-PENICILLIN,2.6958105683,4551.0,3894.0,1498685.0036,0.0443663261,-35.69192093,4.279329972
Z2,2013,BOTH,BETA-L-SENSITIVE-PENICILLIN,15.333870084,26162.0,23199.0,1498685.0036,0.1025609125,-13.151752430000002,16.682725815
Z2,2013,BOTH,CARBAPENEMS,0.10873753720000001,347.0,136.0,1498685.0036,0.0095621691,2.9085198024000003,0.0809257789
Z2,2013,BOTH,COMBINATION PENICILLIN,20.017683374,34622.0,29226.0,1498685.0036,0.11994962840000001,-47.65977024,25.734455107000002
Z2,2013,BOTH,COMBINATION SULFONAMIDES & TRIMETHORPIM,15.533018285,34275.0,21514.0,1498685.0036,0.10884495470000001,-25.13549433,18.268890025999998
Z2,2013,BOTH,FIRST-G-CEPHALOSPORINS,43.089997665,79957.0,61927.0,1498685.0036,0.1776092159,-14.02174733,45.580389214
Z2,2013,BOTH,FLUOROQUINOLONES,54.677768262,97884.0,73620.0,1498685.0036,0.20677466900000002,-34.87555416000001,61.88914943
Z2,2013,BOTH,GLYCOPEPTIDE ANTIBACTERIALS,0.36636274720000006,1435.0,488.0,1498685.0036,0.0170194478,7.103057089100001,0.2454726375
Z2,2013,BOTH,IMIDAZOLE DERIVATIVES,0.9960141477,1877.0,1553.0,1498685.0036,0.0257690539,-1.196955558,1.0268585599
Z2,2013,BOTH,INTERMEDIATE-ACTING SULFONAMIDES,0.0,0.0,0.0,1498685.0036,0.0013344997,0.0,0.0
Z2,2013,BOTH,LINCOSAMIDES,12.812847391,23126.0,18295.0,1498685.0036,0.0969202353,-69.90610912000001,19.588163933
Z2,2013,BOTH,MACROLIDES,86.08358977,159966.0,129131.0,1498685.0036,0.24435861660000002,5.7828375916,84.670503576
Z2,2013,BOTH,MONOBACTAMS,0.0126677429,63.0,19.0,1498685.0036,0.0029556349,-0.46428083200000003,0.0140399875
Z2,2013,BOTH,NITROFURAN DERIVATIVES,20.739526742000002,39631.0,29169.0,1498685.0036,0.12496690730000001,4.5546695375,20.170343776000003
Z2,2013,BOTH,OTHER AMINOGLYCOSIDES,0.25647946450000003,878.0,360.0,1498685.0036,0.013892993,5.21736172,0.1839946946
Z2,2013,BOTH,OTHER ANTIBACTERIALS,0.23455870450000002,447.0,299.0,1498685.0036,0.0139586314,1.0063935414,0.22051082800000002
Z2,2013,BOTH,OTHER CEPHALOSPORINS,0.0,0.0,0.0,1498685.0036,0.0013344997,0.0,0.0
Z2,2013,BOTH,POLYMYXINS,0.003739599,39.0,6.0,1498685.0036,0.0015458965,-1.0888098,0.0054227862
Z2,2013,BOTH,SECOND-G-CEPHALOSPORINS,13.825411324000001,23842.0,20549.0,1498685.0036,0.0985313845,-7.119626434000001,14.526917974
Z2,2013,BOTH,STEROID ANTIBACTERIALS,0.0,0.0,0.0,1498685.0036,0.0013344997,0.0,0.0
Z2,2013,BOTH,STREPTOMYCIN,0.0,0.0,0.0,1498685.0036,0.0013344997,0.0,0.0
Z2,2013,BOTH,TETRACYCLINES,21.844984078,55850.0,32304.0,1498685.0036,0.1241532548,-15.4039742,23.757437613000004
Z2,2013,BOTH,THIRD-G-CEPHALOSPORINS,4.312438444,8070.0,6492.0,1498685.0036,0.0548725297,-79.92959911000001,8.6983777471
Z2,2013,BOTH,TRIMETHOPRIM AND DERIVATIVES,0.33551566350000006,1369.0,440.0,1498685.0036,0.0165005687,-2.447314464,0.3758977439
Z2,2013,F,ANY ANTIMICROBIALS,351.65608093000003,482600.0,259229.0,741877.6882500001,0.70236483,-26.868052860000002,370.52725632
Z2,2013,F,BETA-L-PENICILLIN,127.18275733000002,123918.0,95461.0,741877.6882500001,0.41812950590000003,-2.3436054100000003,128.16268789999998
Z2,2013,F,BETA-L-RESISTANT-PENICILLIN,2.7167352275,2299.0,2018.0,741877.6882500001,0.0616320833,-26.39498345,4.3435130467
Z2,2013,F,BETA-L-SENSITIVE-PENICILLIN,17.068250782,14567.0,12904.0,741877.6882500001,0.1526325071,-11.6153682,18.841133551000002
Z2,2013,F,CARBAPENEMS,0.1269279607,173.0,84.0,741877.6882500001,0.0141203563,3.1796800195,0.0820297459
Z2,2013,F,COMBINATION PENICILLIN,22.196968294,19251.0,16301.0,741877.6882500001,0.17683744410000002,-36.20145911,28.598741796
Z2,2013,F,COMBINATION SULFONAMIDES & TRIMETHORPIM,20.659041538,21373.0,14746.0,741877.6882500001,0.1731028191,-28.3031922,25.558403899
Z2,2013,F,FIRST-G-CEPHALOSPORINS,45.143295701,41880.0,32863.0,741877.6882500001,0.2536000464,-7.536713504,47.054606595
Z2,2013,F,FLUOROQUINOLONES,67.98514495100001,62437.0,47192.0,741877.6882500001,0.31839794330000004,-32.97207927,78.483387178
Z2,2013,F,GLYCOPEPTIDE ANTIBACTERIALS,0.3341546342,625.0,228.0,741877.6882500001,0.0225359349,4.2845749093,0.2375977327
Z2,2013,F,IMIDAZOLE DERIVATIVES,1.4154241037000002,1292.0,1116.0,741877.6882500001,0.0430419982,-3.121812953,1.5497931713
Z2,2013,F,INTERMEDIATE-ACTING SULFONAMIDES,0.0,0.0,0.0,741877.6882500001,0.0026958476,0.0,0.0
Z2,2013,F,LINCOSAMIDES,14.892417962000001,13521.0,10638.0,741877.6882500001,0.1468496399,-50.87744354,22.363752224000002
Z2,2013,F,MACROLIDES,98.033557911,90986.0,72821.0,741877.6882500001,0.36915277830000004,3.4305426462,96.76716356200001
Z2,2013,F,MONOBACTAMS,0.0072634867,21.0,6.0,741877.6882500001,0.0029880153,-1.37760089,0.0113797793
Z2,2013,F,NITROFURAN DERIVATIVES,38.183189322000004,36703.0,27488.0,741877.6882500001,0.23473831550000002,3.9091862973000002,37.265553515
Z2,2013,F,OTHER AMINOGLYCOSIDES,0.31411417720000007,540.0,226.0,741877.6882500001,0.0212706595,4.689069996600001,0.2143745662
Z2,2013,F,OTHER ANTIBACTERIALS,0.324702472,305.0,221.0,741877.6882500001,0.0222188351,-1.540812321,0.3589375268
Z2,2013,F,OTHER CEPHALOSPORINS,0.0,0.0,0.0,741877.6882500001,0.0026958476,0.0,0.0
Z2,2013,F,SECOND-G-CEPHALOSPORINS,15.328499298,13123.0,11335.0,741877.6882500001,0.1461814488,-6.625553611000001,16.297032324
Z2,2013,F,STEROID ANTIBACTERIALS,0.0,0.0,0.0,741877.6882500001,0.0026958476,0.0,0.0
Z2,2013,F,STREPTOMYCIN,0.0,0.0,0.0,741877.6882500001,0.0026958476,0.0,0.0
Z2,2013,F,TETRACYCLINES,26.217432488000004,33240.0,19593.0,741877.6882500001,0.1905065142,-14.102833550000001,28.904114148
Z2,2013,F,THIRD-G-CEPHALOSPORINS,5.830119423700001,5423.0,4428.0,741877.6882500001,0.0890394195,-77.76849473,12.754581046
Z2,2013,F,TRIMETHOPRIM AND DERIVATIVES,0.5429496729,1139.0,370.0,741877.6882500001,0.0287536115,-1.4241920510000001,0.5839003378000001
Z2,2013,M,ANY ANTIMICROBIALS,267.84476317,340601.0,196127.0,756807.31538,0.6274429819000001,-17.32560922,278.71559508
Z2,2013,M,BETA-L-PENICILLIN,106.87955988000002,105147.0,80602.0,756807.31538,0.38855787950000004,3.2183489631,105.62904503000001
Z2,2013,M,BETA-L-RESISTANT-PENICILLIN,2.7136451167,2252.0,1876.0,756807.31538,0.0657366843,-23.58500089,4.2640448754
Z2,2013,M,BETA-L-SENSITIVE-PENICILLIN,13.746656508000001,11595.0,10295.0,756807.31538,0.1393071682,-6.911445535,14.709470414000002
Z2,2013,M,CARBAPENEMS,0.0934418953,174.0,52.0,756807.31538,0.0135190998,0.8176408580000001,0.0823881269
Z2,2013,M,COMBINATION PENICILLIN,17.839404149,15371.0,12925.0,756807.31538,0.163451747,-31.704608090000004,23.021577729
Z2,2013,M,COMBINATION SULFONAMIDES & TRIMETHORPIM,10.354580053000001,12902.0,6768.0,756807.31538,0.1328599201,-5.475094461,11.082000666
Z2,2013,M,FIRST-G-CEPHALOSPORINS,41.214547895,38077.0,29064.0,756807.31538,0.2525656827,-12.424809380000001,44.35262835900001
Z2,2013,M,FLUOROQUINOLONES,41.669443532,35447.0,26428.0,756807.31538,0.2691160223,-15.50271559,45.84147268700001
Z2,2013,M,GLYCOPEPTIDE ANTIBACTERIALS,0.39593694060000006,810.0,260.0,756807.31538,0.025534156,5.5603489484,0.2539581232
Z2,2013,M,IMIDAZOLE DERIVATIVES,0.5959908895,585.0,437.0,756807.31538,0.0294652438,2.070226507,0.5349911606
Z2,2013,M,INTERMEDIATE-ACTING SULFONAMIDES,0.0,0.0,0.0,756807.31538,0.0026426666,0.0,0.0
Z2,2013,M,LINCOSAMIDES,10.746437305,9605.0,7657.0,756807.31538,0.1272522994,-48.50742054,16.919118108000003
Z2,2013,M,MACROLIDES,74.48294282100001,68980.0,56310.0,756807.31538,0.32309250910000004,4.170448700700001,73.135502086
Z2,2013,M,MONOBACTAMS,0.0184065029,42.0,13.0,756807.31538,0.0053163644,0.2975913825,0.0168243986
Z2,2013,M,NITROFURAN DERIVATIVES,3.0825482853,2928.0,1681.0,756807.31538,0.0798405839,-1.1519834400000002,3.1745233158
Z2,2013,M,OTHER AMINOGLYCOSIDES,0.2012969025,338.0,134.0,756807.31538,0.018465532,2.5765262392,0.1537199749
Z2,2013,M,OTHER ANTIBACTERIALS,0.1377518952,142.0,78.0,756807.31538,0.0167238934,3.3474776039000003,0.0817690365
Z2,2013,M,OTHER CEPHALOSPORINS,0.0,0.0,0.0,756807.31538,0.0026426666,0.0,0.0
Z2,2013,M,SECOND-G-CEPHALOSPORINS,12.383392334,10719.0,9214.0,756807.31538,0.133877501,-3.821438876,12.894997021
Z2,2013,M,STEROID ANTIBACTERIALS,0.0,0.0,0.0,756807.31538,0.0026426666,0.0,0.0
Z2,2013,M,STREPTOMYCIN,0.0,0.0,0.0,756807.31538,0.0026426666,0.0,0.0
Z2,2013,M,TETRACYCLINES,17.686663869,22610.0,12711.0,756807.31538,0.1624850512,-7.887507806,18.968265978
Z2,2013,M,THIRD-G-CEPHALOSPORINS,2.8400467726,2647.0,2064.0,756807.31538,0.0657747875,-27.91035374,4.675844358900001
Z2,2013,M,TRIMETHOPRIM AND DERIVATIVES,0.11658391650000001,230.0,70.0,756807.31538,0.0153930862,-2.766924174,0.1591754189
Z2,2014,BOTH,ANY ANTIMICROBIALS,317.10349387,875046.0,482482.0,1544517.9782000002,0.4666095812,-25.924720450000002,329.20021682000004
Z2,2014,BOTH,BETA-L-PENICILLIN,124.2110033,252847.0,193190.0,1544517.9782000002,0.2882234049,5.1759685604,122.71916802
Z2,2014,BOTH,BETA-L-RESISTANT-PENICILLIN,2.7334429359000003,4740.0,4124.0,1544517.9782000002,0.0436336335,-32.61232407,4.156437132800001
Z2,2014,BOTH,BETA-L-SENSITIVE-PENICILLIN,15.723827743000001,27558.0,24601.0,1544517.9782000002,0.10209677780000001,-9.213237966000001,16.664469652
Z2,2014,BOTH,CARBAPENEMS,0.0880811156,303.0,119.0,1544517.9782000002,0.0082415659,2.0793795139,0.0709437724
Z2,2014,BOTH,COMBINATION PENICILLIN,23.076176332,41150.0,34865.0,1544517.9782000002,0.1264585784,-47.52756686,29.086444874
Z2,2014,BOTH,COMBINATION SULFONAMIDES & TRIMETHORPIM,14.387554638000001,33906.0,20546.0,1544517.9782000002,0.1029971773,-27.139165000000002,17.182812027
Z2,2014,BOTH,FIRST-G-CEPHALOSPORINS,44.285013301,84636.0,65869.0,1544517.9782000002,0.1768422991,-14.637956230000002,46.873623135
Z2,2014,BOTH,FLUOROQUINOLONES,53.574906615,99141.0,74845.0,1544517.9782000002,0.2006581919,-36.855537690000006,60.970272169000005
Z2,2014,BOTH,GLYCOPEPTIDE ANTIBACTERIALS,0.3136559158,1201.0,441.0,1544517.9782000002,0.0153125976,6.177787947700001,0.219057935
Z2,2014,BOTH,IMIDAZOLE DERIVATIVES,2.7927452765000003,5168.0,4613.0,1544517.9782000002,0.0418153611,-1.7748448020000003,2.8669610527000002
Z2,2014,BOTH,INTERMEDIATE-ACTING SULFONAMIDES,0.0,0.0,0.0,1544517.9782000002,0.001294899,0.0,0.0
Z2,2014,BOTH,LINCOSAMIDES,13.041014953,23993.0,19207.0,1544517.9782000002,0.0961665295,-67.28821753,19.511889306
Z2,2014,BOTH,MACROLIDES,84.396112083,161096.0,130353.0,1544517.9782000002,0.23833066960000002,8.313194749100001,82.41482281100001
Z2,2014,BOTH,MONOBACTAMS,0.0132405552,64.0,21.0,1544517.9782000002,0.0029429953,-1.019311519,0.0162403842
Z2,2014,BOTH,NITROFURAN DERIVATIVES,23.078604333,45314.0,33542.0,1544517.9782000002,0.1294925035,3.7275107716,22.595919631
Z2,2014,BOTH,OTHER AMINOGLYCOSIDES,0.1338272288,570.0,199.0,1544517.9782000002,0.0097394831,0.7407594313000001,0.1266126148
Z2,2014,BOTH,OTHER ANTIBACTERIALS,0.7286118412000001,1376.0,1019.0,1544517.9782000002,0.0235129175,4.7308324805,0.6173761676000001
Z2,2014,BOTH,OTHER CEPHALOSPORINS,0.0,0.0,0.0,1544517.9782000002,0.001294899,0.0,0.0
Z2,2014,BOTH,SECOND-G-CEPHALOSPORINS,12.783957974000002,22878.0,19538.0,1544517.9782000002,0.0934031489,-10.636903420000001,13.777478248000001
Z2,2014,BOTH,STEROID ANTIBACTERIALS,0.0,0.0,0.0,1544517.9782000002,0.001294899,0.0,0.0
Z2,2014,BOTH,STREPTOMYCIN,0.0,0.0,0.0,1544517.9782000002,0.001294899,0.0,0.0
Z2,2014,BOTH,TETRACYCLINES,23.807959541000002,62140.0,36416.0,1544517.9782000002,0.1275206151,-12.783469310000001,25.438115411000002
Z2,2014,BOTH,THIRD-G-CEPHALOSPORINS,3.0140097625,5840.0,4723.0,1544517.9782000002,0.0448913139,-61.16848752,5.7599435378
Z2,2014,BOTH,TRIMETHOPRIM AND DERIVATIVES,0.4612238939,1383.0,623.0,1544517.9782000002,0.0189887572,1.8740223142,0.4256385392
Z2,2014,F,ANY ANTIMICROBIALS,359.62556456000004,511875.0,273440.0,764413.96184,0.6994283570000001,-24.17791679,376.53628518
Z2,2014,F,BETA-L-PENICILLIN,134.77991766000002,135942.0,104268.0,764413.96184,0.42400743160000004,-0.175705998,134.85441831
Z2,2014,F,BETA-L-RESISTANT-PENICILLIN,2.7503780796000004,2404.0,2124.0,764413.96184,0.0608351094,-24.3888046,4.2340736759
Z2,2014,F,BETA-L-SENSITIVE-PENICILLIN,17.551220813,15300.0,13673.0,764413.96184,0.1525625586,-9.396783516000001,18.984818149000002
Z2,2014,F,CARBAPENEMS,0.0916307575,167.0,64.0,764413.96184,0.0116376964,1.590244025,0.0731239802
Z2,2014,F,COMBINATION PENICILLIN,25.767578770000004,23052.0,19540.0,764413.96184,0.1874994405,-35.77544351,32.475454411
Z2,2014,F,COMBINATION SULFONAMIDES & TRIMETHORPIM,19.21787726,20886.0,14056.0,764413.96184,0.16489689899999999,-29.153803510000003,24.025249053
Z2,2014,F,FIRST-G-CEPHALOSPORINS,46.110218782000004,44234.0,34684.0,764413.96184,0.2521708163,-8.5465229,48.265402438
Z2,2014,F,FLUOROQUINOLONES,65.66735906500001,61996.0,47083.0,764413.96184,0.30779158300000004,-36.32030298,76.84644261400001
Z2,2014,F,FOURTH-G-CEPHALOSPORINS,0.0,0.0,0.0,764413.96184,0.0026163697,0.0,0.0
Z2,2014,F,GLYCOPEPTIDE ANTIBACTERIALS,0.2752544858,542.0,197.0,764413.96184,0.0199827051,3.9165305318000003,0.19699161110000002
Z2,2014,F,IMIDAZOLE DERIVATIVES,4.2468917778,3882.0,3510.0,764413.96184,0.0728385943,-2.784564655,4.449715553000001
Z2,2014,F,INTERMEDIATE-ACTING SULFONAMIDES,0.0,0.0,0.0,764413.96184,0.0026163697,0.0,0.0
Z2,2014,F,LINCOSAMIDES,14.916743707,13876.0,10988.0,764413.96184,0.14467504180000001,-50.51707141,22.225303127000004
Z2,2014,F,MACROLIDES,95.37887782300001,90855.0,72890.0,764413.96184,0.358953051,4.345930554,93.81889279100001
Z2,2014,F,MONOBACTAMS,0.0092914329,30.0,8.0,764413.96184,0.0033061221,-2.2164401980000004,0.0166192548
Z2,2014,F,NITROFURAN DERIVATIVES,42.693096839,42206.0,31610.0,764413.96184,0.244684547,2.8551530248000003,41.994485014000006
Z2,2014,F,OTHER AMINOGLYCOSIDES,0.14948471000000002,301.0,112.0,764413.96184,0.0143839408,1.5200855581,0.1276198893
Z2,2014,F,OTHER ANTIBACTERIALS,1.2379063981000002,1187.0,900.0,764413.96184,0.0420781548,3.1231862223,1.1064884847
Z2,2014,F,OTHER CEPHALOSPORINS,0.0,0.0,0.0,764413.96184,0.0026163697,0.0,0.0
Z2,2014,F,SECOND-G-CEPHALOSPORINS,14.038070812,12424.0,10683.0,764413.96184,0.1379199012,-10.398149380000001,15.472182546
Z2,2014,F,STEROID ANTIBACTERIALS,0.0,0.0,0.0,764413.96184,0.0026163697,0.0,0.0
Z2,2014,F,STREPTOMYCIN,0.0,0.0,0.0,764413.96184,0.0026163697,0.0,0.0
Z2,2014,F,TETRACYCLINES,29.219907742000004,37826.0,22616.0,764413.96184,0.1978553552,-9.670506436000002,31.133269228000003
Z2,2014,F,THIRD-G-CEPHALOSPORINS,4.0551390142,3820.0,3187.0,764413.96184,0.0729843443,-60.24747036,8.4522611348
Z2,2014,F,TRIMETHOPRIM AND DERIVATIVES,0.7282442695000001,1090.0,514.0,764413.96184,0.0326651637,1.9990654843000002,0.6629444682000001
Z2,2014,M,ANY ANTIMICROBIALS,275.87390112,363171.0,209042.0,780104.01633,0.6241840846000001,-13.179845400000001,284.10055086
Z2,2014,M,BETA-L-PENICILLIN,114.20140121,116905.0,88922.0,780104.01633,0.39433744940000004,7.076678304,111.41080193
Z2,2014,M,BETA-L-RESISTANT-PENICILLIN,2.7177956009,2336.0,2000.0,780104.01633,0.0629872233,-22.13322745,4.1119061406
Z2,2014,M,BETA-L-SENSITIVE-PENICILLIN,14.029535241,12258.0,10928.0,780104.01633,0.1376317788,-3.525900895,14.514811253
Z2,2014,M,CARBAPENEMS,0.0857730642,136.0,55.0,780104.01633,0.0119118753,1.3205072871,0.0700433461
Z2,2014,M,COMBINATION PENICILLIN,20.470076298000002,18098.0,15325.0,780104.01633,0.1717090883,-31.69494586,25.912386555
Z2,2014,M,COMBINATION SULFONAMIDES & TRIMETHORPIM,9.5154541171,13020.0,6490.0,780104.01633,0.1237870613,-7.628952449000001,10.459819721
Z2,2014,M,FIRST-G-CEPHALOSPORINS,42.630312793,40402.0,31185.0,780104.01633,0.2513149429,-12.58046803,45.791972398000006
Z2,2014,M,FLUOROQUINOLONES,41.820965565,37145.0,27762.0,780104.01633,0.2621868523,-14.77185947,45.693952904
Z2,2014,M,GLYCOPEPTIDE ANTIBACTERIALS,0.35492244790000005,659.0,244.0,780104.01633,0.0236575034,4.655747795100001,0.2447790787
Z2,2014,M,IMIDAZOLE DERIVATIVES,1.4014226762000002,1286.0,1103.0,780104.01633,0.043113519,0.5495307177,1.3777304732
Z2,2014,M,INTERMEDIATE-ACTING SULFONAMIDES,0.0,0.0,0.0,780104.01633,0.0025637475,0.0,0.0
Z2,2014,M,LINCOSAMIDES,11.213875971,10117.0,8219.0,780104.01633,0.1279200073,-44.71519654,16.933844240000003
Z2,2014,M,MACROLIDES,73.825151333,70241.0,57463.0,780104.01633,0.31663779170000006,6.9710277376,71.617860504
Z2,2014,M,MONOBACTAMS,0.0174939279,34.0,13.0,780104.01633,0.0050539325,0.2616397138,0.0161716184
Z2,2014,M,NITROFURAN DERIVATIVES,3.3499702035000003,3108.0,1932.0,780104.01633,0.0804644463,-0.6838222360000001,3.4049935810000003
Z2,2014,M,OTHER AMINOGLYCOSIDES,0.11991586200000001,269.0,87.0,780104.01633,0.0136984386,-0.47023837,0.1263573935
Z2,2014,M,OTHER ANTIBACTERIALS,0.1962034003,189.0,119.0,780104.01633,0.018958372,3.8855860943000002,0.1225390137
Z2,2014,M,OTHER CEPHALOSPORINS,0.0,0.0,0.0,780104.01633,0.0025637475,0.0,0.0
Z2,2014,M,SECOND-G-CEPHALOSPORINS,11.615780427,10454.0,8855.0,780104.01633,0.12804694660000002,-4.693106958,12.216718443000001
Z2,2014,M,STEROID ANTIBACTERIALS,0.0,0.0,0.0,780104.01633,0.0025637475,0.0,0.0
Z2,2014,M,STREPTOMYCIN,0.0,0.0,0.0,780104.01633,0.0025637475,0.0,0.0
Z2,2014,M,TETRACYCLINES,18.606870455000003,24314.0,13800.0,780104.01633,0.16366953150000002,-9.339305327,20.135430183
Z2,2014,M,THIRD-G-CEPHALOSPORINS,2.0113123232,2020.0,1536.0,780104.01633,0.0536387746,-20.266186610000002,3.0983657396
Z2,2014,M,TRIMETHOPRIM AND DERIVATIVES,0.17826148990000001,293.0,109.0,780104.01633,0.0179397488,-0.169606536,0.1813041886
Z2,2015,BOTH,ANY ANTIMICROBIALS,314.40179994000005,881267.0,486628.0,1573262.4083000002,0.4602086696,-24.51529815,325.68395269
Z2,2015,BOTH,BETA-L-PENICILLIN,123.46189740000001,253442.0,195170.0,1573262.4083000002,0.2848179973,5.6417132510000005,121.85503593000001
Z2,2015,BOTH,BETA-L-RESISTANT-PENICILLIN,2.7099819516,4832.0,4136.0,1573262.4083000002,0.043155717,-34.29576653,4.190040345900001
Z2,2015,BOTH,BETA-L-SENSITIVE-PENICILLIN,14.795339347,26332.0,23511.0,1573262.4083000002,0.0982205257,-7.849951174000001,15.566365678
Z2,2015,BOTH,CARBAPENEMS,0.1014697813,420.0,138.0,1573262.4083000002,0.0088287526,3.7187375029000003,0.0686379679
Z2,2015,BOTH,COMBINATION PENICILLIN,26.811867965,48618.0,41048.0,1573262.4083000002,0.135296412,-43.874488050000004,32.747928774
Z2,2015,BOTH,COMBINATION SULFONAMIDES & TRIMETHORPIM,14.030145815,36085.0,20552.0,1573262.4083000002,0.1003050349,-26.737122780000004,16.712013849999998
Z2,2015,BOTH,FIRST-G-CEPHALOSPORINS,45.218835669,87410.0,68368.0,1573262.4083000002,0.1770569583,-9.125302644,46.834533998000005
Z2,2015,BOTH,FLUOROQUINOLONES,51.008578811,95018.0,72604.0,1573262.4083000002,0.19365588490000002,-32.788562580000004,57.358276911000004
Z2,2015,BOTH,GLYCOPEPTIDE ANTIBACTERIALS,0.2579924114,1017.0,361.0,1573262.4083000002,0.0138719796,3.9390367603000005,0.2033501738
Z2,2015,BOTH,IMIDAZOLE DERIVATIVES,4.4343904382,8416.0,7430.0,1573262.4083000002,0.0522845732,-0.21733950200000002,4.4457539413000005
Z2,2015,BOTH,INTERMEDIATE-ACTING SULFONAMIDES,0.0,0.0,0.0,1573262.4083000002,0.0012712405,-0.14447416200000002,1.836614E-4
Z2,2015,BOTH,LINCOSAMIDES,13.118095297000002,24791.0,19691.0,1573262.4083000002,0.095444194,-64.97789074,19.319857706
Z2,2015,BOTH,MACROLIDES,79.487973624,152169.0,124453.0,1573262.4083000002,0.22956554350000002,10.136561804000001,77.16096830400001
Z2,2015,BOTH,MONOBACTAMS,0.0158614504,106.0,26.0,1573262.4083000002,0.0031907274,-0.488405898,0.0174198204
Z2,2015,BOTH,NITROFURAN DERIVATIVES,24.658242317000003,49512.0,36730.0,1573262.4083000002,0.1319672788,6.396710714400001,23.81408581
Z2,2015,BOTH,OTHER AMINOGLYCOSIDES,0.0993342714,482.0,152.0,1573262.4083000002,0.0082667168,-1.2660173140000002,0.10980007800000001
