Geography,Year,Sex,Age,Drug Type,Dispensation Rate,Total Dispensation,Unique Dispensation,Total Population,Standard Error,Standard Score,Alberta Rate
Z2,2011,F,15to19,FIRST-G-CEPHALOSPORINS,31.956095015000002,1545.0,1347.0,42151.58327,0.8707027295,-6.118963638,37.283893357000004
Z2,2011,F,15to19,FLUOROQUINOLONES,38.171757149,1903.0,1609.0,42151.58327,0.9516212471000001,-11.16175639,48.793521687
Z2,2011,F,15to19,FOURTH-G-CEPHALOSPORINS,0.0,0.0,0.0,42151.58327,0.0474433004,0.0,0.0
Z2,2011,F,15to19,GLYCOPEPTIDE ANTIBACTERIALS,0.0,0.0,0.0,42151.58327,0.0474433004,-0.174908109,0.008298218
Z2,2011,F,15to19,IMIDAZOLE DERIVATIVES,0.5456497293,31.0,23.0,42151.58327,0.1137758336,0.4926781642,0.4895948605
Z2,2011,F,15to19,INTERMEDIATE-ACTING SULFONAMIDES,0.0,0.0,0.0,42151.58327,0.0474433004,0.0,0.0
Z2,2011,F,15to19,LINCOSAMIDES,14.210616863,711.0,599.0,42151.58327,0.5806300642,-11.35493321,20.803632461
Z2,2011,F,15to19,MACROLIDES,89.273040491,4545.0,3763.0,42151.58327,1.4553023050000002,-2.8789815930000002,93.46282904
Z2,2011,F,15to19,MONOBACTAMS,0.0,0.0,0.0,42151.58327,0.0474433004,-0.34981621900000004,0.0165964359
Z2,2011,F,15to19,NITROFURAN DERIVATIVES,26.641941130000003,1332.0,1123.0,42151.58327,0.7950162144,-2.4783324020000004,28.612255574000002
Z2,2011,F,15to19,OTHER AMINOGLYCOSIDES,0.1660673089,15.0,7.0,42151.58327,0.0627675429,-0.39497650100000004,0.1908590134
Z2,2011,F,15to19,OTHER ANTIBACTERIALS,0.0,0.0,0.0,42151.58327,0.0474433004,-0.174908109,0.008298218
Z2,2011,F,15to19,OTHER CEPHALOSPORINS,0.0,0.0,0.0,42151.58327,0.0474433004,0.0,0.0
Z2,2011,F,15to19,POLYMYXINS,0.0,0.0,0.0,42151.58327,0.0474433004,0.0,0.0
Z2,2011,F,15to19,SECOND-G-CEPHALOSPORINS,16.20342457,780.0,683.0,42151.58327,0.6200068103,-1.423542813,17.086030808
Z2,2011,F,15to19,STEROID ANTIBACTERIALS,0.0,0.0,0.0,42151.58327,0.0474433004,0.0,0.0
Z2,2011,F,15to19,STREPTOMYCIN,0.0,0.0,0.0,42151.58327,0.0474433004,0.0,0.0
Z2,2011,F,15to19,TETRACYCLINES,42.94026130500001,3406.0,1810.0,42151.58327,1.0093119041,-4.1795914860000005,47.158772746000004
Z2,2011,F,15to19,THIRD-G-CEPHALOSPORINS,3.1078310668,148.0,131.0,42151.58327,0.271532461,-10.374805850000001,5.9249276334
Z2,2011,F,15to19,TRIMETHOPRIM AND DERIVATIVES,0.45075412420000005,34.0,19.0,42151.58327,0.1034100882,-1.6595307750000001,0.6223663480000001
Z2,2011,M,15to19,ANY ANTIMICROBIALS,235.40929096,17479.0,10549.0,44811.315462000006,2.2920176259000002,-7.342366200000001,252.23812371000002
Z2,2011,M,15to19,BETA-L-PENICILLIN,79.89053575100002,4155.0,3580.0,44811.315462000006,1.3352230478,-5.878103259,87.7391147
Z2,2011,M,15to19,BETA-L-RESISTANT-PENICILLIN,2.3431581715000003,114.0,105.0,44811.315462000006,0.22866882300000002,-8.999892525,4.4011530028
Z2,2011,M,15to19,BETA-L-SENSITIVE-PENICILLIN,23.342318546,1152.0,1046.0,44811.315462000006,0.7217356358000001,-2.279051516,24.987191241
Z2,2011,M,15to19,CARBAPENEMS,0.0,0.0,0.0,44811.315462000006,0.0446276006,0.0,0.0
Z2,2011,M,15to19,COMBINATION PENICILLIN,9.3503168938,453.0,419.0,44811.315462000006,0.4567928721,-13.2526556,15.40403551
Z2,2011,M,15to19,COMBINATION SULFONAMIDES & TRIMETHORPIM,8.9263168437,709.0,400.0,44811.315462000006,0.44631584220000003,-0.570409886,9.1808998122
Z2,2011,M,15to19,FIRST-G-CEPHALOSPORINS,29.970108803000002,1554.0,1343.0,44811.315462000006,0.8178060391,-3.551518664,32.874562214
Z2,2011,M,15to19,FLUOROQUINOLONES,10.778527589000001,561.0,483.0,44811.315462000006,0.49043998710000003,-3.4487520670000005,12.469933508
Z2,2011,M,15to19,FOURTH-G-CEPHALOSPORINS,0.0,0.0,0.0,44811.315462000006,0.0446276006,0.0,0.0
Z2,2011,M,15to19,IMIDAZOLE DERIVATIVES,0.200842129,27.0,9.0,44811.315462000006,0.0669473763,0.9971536767,0.1340853065
Z2,2011,M,15to19,INTERMEDIATE-ACTING SULFONAMIDES,0.0,0.0,0.0,44811.315462000006,0.0446276006,0.0,0.0
Z2,2011,M,15to19,LINCOSAMIDES,10.086738033,534.0,452.0,44811.315462000006,0.4744402481,-9.378813638,14.536424703
Z2,2011,M,15to19,MACROLIDES,66.12169202000001,3498.0,2963.0,44811.315462000006,1.2147254558000002,-0.19975488600000002,66.364339364
Z2,2011,M,15to19,NITROFURAN DERIVATIVES,0.6248421791000001,41.0,28.0,44811.315462000006,0.1180840725,0.4822959425,0.56789071
Z2,2011,M,15to19,OTHER AMINOGLYCOSIDES,0.1338947527,13.0,6.0,44811.315462000006,0.0546623039,1.0065628235,0.0788737097
Z2,2011,M,15to19,OTHER CEPHALOSPORINS,0.0,0.0,0.0,44811.315462000006,0.0446276006,0.0,0.0
Z2,2011,M,15to19,SECOND-G-CEPHALOSPORINS,10.600001252000002,527.0,475.0,44811.315462000006,0.48636141320000004,-0.47158160000000005,10.829360345000001
Z2,2011,M,15to19,STEROID ANTIBACTERIALS,0.0,0.0,0.0,44811.315462000006,0.0446276006,0.0,0.0
Z2,2011,M,15to19,STREPTOMYCIN,0.0,0.0,0.0,44811.315462000006,0.0446276006,0.0,0.0
Z2,2011,M,15to19,TETRACYCLINES,44.252215753,4030.0,1983.0,44811.315462000006,0.9937420425,0.2739495738,43.97998054400001
Z2,2011,M,15to19,THIRD-G-CEPHALOSPORINS,1.2496843581000001,61.0,56.0,44811.315462000006,0.1669960968,-3.285323635,1.7983205818
Z2,2011,M,15to19,TRIMETHOPRIM AND DERIVATIVES,0.15621054480000002,23.0,7.0,44811.315462000006,0.0590420362,-4.300880558999999,0.41014329060000004
Z2,2011,BOTH,20to24,ANY ANTIMICROBIALS,254.70227946000003,41629.0,25147.0,98730.95778200001,1.6061634573,-15.04762917,278.87123155
Z2,2011,BOTH,20to24,BETA-L-PENICILLIN,80.147100542,9296.0,7913.0,98730.95778200001,0.9009843197,-7.976536016000001,87.33383441800001
Z2,2011,BOTH,20to24,BETA-L-RESISTANT-PENICILLIN,2.7347045553,301.0,270.0,98730.95778200001,0.16642881920000002,-11.01991587,4.5687361412
Z2,2011,BOTH,20to24,BETA-L-SENSITIVE-PENICILLIN,20.611569519,2209.0,2035.0,98730.95778200001,0.45690809940000005,-9.155031153,24.794577403
Z2,2011,BOTH,20to24,COMBINATION PENICILLIN,10.928689686,1159.0,1079.0,98730.95778200001,0.33270350200000004,-14.70521407,15.821165903
Z2,2011,BOTH,20to24,COMBINATION SULFONAMIDES & TRIMETHORPIM,16.175271018,2246.0,1597.0,98730.95778200001,0.40476141730000004,-8.474109326,19.605263519
Z2,2011,BOTH,20to24,FIRST-G-CEPHALOSPORINS,31.793472590000004,3589.0,3139.0,98730.95778200001,0.5674692171,-7.1499472090000005,35.850847534
Z2,2011,BOTH,20to24,FLUOROQUINOLONES,39.754501406,4621.0,3925.0,98730.95778200001,0.6345509234000001,-10.771703350000001,46.589695716
Z2,2011,BOTH,20to24,GLYCOPEPTIDE ANTIBACTERIALS,0.0911568185,13.0,9.0,98730.95778200001,0.0303856062,1.2393610653000002,0.0534980813
Z2,2011,BOTH,20to24,IMIDAZOLE DERIVATIVES,0.3950128802,44.0,39.0,98730.95778200001,0.0632526832,-1.141511989,0.46721657650000004
Z2,2011,BOTH,20to24,INTERMEDIATE-ACTING SULFONAMIDES,0.0,0.0,0.0,98730.95778200001,0.0202562501,0.0,0.0
Z2,2011,BOTH,20to24,LINCOSAMIDES,11.384473779,1327.0,1124.0,98730.95778200001,0.33957038380000004,-21.636126400000002,18.731461525
Z2,2011,BOTH,20to24,MACROLIDES,72.95584041500001,8504.0,7203.0,98730.95778200001,0.8596137572,0.34288239370000007,72.661093992
Z2,2011,BOTH,20to24,MONOBACTAMS,0.0,0.0,0.0,98730.95778200001,0.0202562501,0.0,0.0
Z2,2011,BOTH,20to24,NITROFURAN DERIVATIVES,19.365759666000002,2298.0,1912.0,98730.95778200001,0.44288461490000003,-0.701841107,19.676594294
Z2,2011,BOTH,20to24,OTHER AMINOGLYCOSIDES,0.1721851016,40.0,17.0,98730.95778200001,0.0417610212,0.7069643097,0.1426615501
Z2,2011,BOTH,20to24,OTHER CEPHALOSPORINS,0.0,0.0,0.0,98730.95778200001,0.0202562501,0.0,0.0
Z2,2011,BOTH,20to24,POLYMYXINS,0.0,0.0,0.0,98730.95778200001,0.0202562501,-0.176071027,0.0035665388
Z2,2011,BOTH,20to24,SECOND-G-CEPHALOSPORINS,10.037378572,1061.0,991.0,98730.95778200001,0.31884783850000004,-0.23132912,10.111137362000001
Z2,2011,BOTH,20to24,STEROID ANTIBACTERIALS,0.0,0.0,0.0,98730.95778200001,0.0202562501,0.0,0.0
Z2,2011,BOTH,20to24,STREPTOMYCIN,0.0,0.0,0.0,98730.95778200001,0.0202562501,0.0,0.0
Z2,2011,BOTH,20to24,TETRACYCLINES,27.296402876000002,4629.0,2695.0,98730.95778200001,0.5258066019,-4.914466227,29.880461663000002
Z2,2011,BOTH,20to24,THIRD-G-CEPHALOSPORINS,2.3093060690000002,282.0,228.0,98730.95778200001,0.1529375305,-13.44429556,4.3654434323
Z2,2011,BOTH,20to24,TRIMETHOPRIM AND DERIVATIVES,0.27347045550000004,45.0,27.0,98730.95778200001,0.0526294137,-1.7838510690000002,0.36735349140000007
Z2,2011,F,20to24,ANY ANTIMICROBIALS,326.60223315,27486.0,15950.0,48836.16332400001,2.5860612465,-13.98851103,362.77737941000004
Z2,2011,F,20to24,BETA-L-PENICILLIN,101.50265014,5910.0,4957.0,48836.16332400001,1.4416768408,-8.547467713,113.82533639000002
Z2,2011,F,20to24,BETA-L-RESISTANT-PENICILLIN,3.1124476137,166.0,152.0,48836.16332400001,0.2524528375,-7.477314732,5.0001169349
Z2,2011,F,20to24,BETA-L-SENSITIVE-PENICILLIN,24.653861361,1299.0,1204.0,48836.16332400001,0.7105124724,-8.38453915,30.611181002000002
Z2,2011,F,20to24,COMBINATION PENICILLIN,13.883154487,730.0,678.0,48836.16332400001,0.533179336,-11.432383080000001,19.978664904000002
Z2,2011,F,20to24,COMBINATION SULFONAMIDES & TRIMETHORPIM,26.251038426000004,1659.0,1282.0,48836.16332400001,0.7331662674,-9.485815574,33.205718423
Z2,2011,F,20to24,FIRST-G-CEPHALOSPORINS,35.404091606,1968.0,1729.0,48836.16332400001,0.8514437446,-5.748842468,40.298907564000004
Z2,2011,F,20to24,FLUOROQUINOLONES,63.47755001600001,3654.0,3100.0,48836.16332400001,1.1400904542,-10.3950055,75.328796555
Z2,2011,F,20to24,FOURTH-G-CEPHALOSPORINS,0.0,0.0,0.0,48836.16332400001,0.040949904,0.0,0.0
Z2,2011,F,20to24,GLYCOPEPTIDE ANTIBACTERIALS,0.12285977420000001,10.0,6.0,48836.16332400001,0.0501572928,1.1454220236000001,0.0654085064
Z2,2011,F,20to24,IMIDAZOLE DERIVATIVES,0.573345613,31.0,28.0,48836.16332400001,0.1083521362,-2.153712031,0.8067049125000001
Z2,2011,F,20to24,INTERMEDIATE-ACTING SULFONAMIDES,0.0,0.0,0.0,48836.16332400001,0.040949904,0.0,0.0
Z2,2011,F,20to24,LINCOSAMIDES,14.292687068000001,838.0,698.0,48836.16332400001,0.5409861838,-16.11237445,23.009259035
Z2,2011,F,20to24,MACROLIDES,92.021970894,5372.0,4494.0,48836.16332400001,1.3726979862,-0.100979711,92.16058553900001
Z2,2011,F,20to24,MONOBACTAMS,0.0,0.0,0.0,48836.16332400001,0.040949904,0.0,0.0
Z2,2011,F,20to24,NITROFURAN DERIVATIVES,38.659875622,2256.0,1888.0,48836.16332400001,0.8897325057000001,-0.935480072,39.49220265100001
Z2,2011,F,20to24,OTHER AMINOGLYCOSIDES,0.22524291940000002,18.0,11.0,48836.16332400001,0.0679132955,0.8553236453,0.16715507200000002
Z2,2011,F,20to24,OTHER ANTIBACTERIALS,0.0,0.0,0.0,48836.16332400001,0.040949904,-0.177475674,0.0072676118
Z2,2011,F,20to24,OTHER CEPHALOSPORINS,0.0,0.0,0.0,48836.16332400001,0.040949904,0.0,0.0
Z2,2011,F,20to24,POLYMYXINS,0.0,0.0,0.0,48836.16332400001,0.040949904,-0.177475674,0.0072676118
Z2,2011,F,20to24,SECOND-G-CEPHALOSPORINS,12.511220342,657.0,611.0,48836.16332400001,0.5061497977,-1.198892113,13.118039342000001
Z2,2011,F,20to24,STEROID ANTIBACTERIALS,0.0,0.0,0.0,48836.16332400001,0.040949904,0.0,0.0
Z2,2011,F,20to24,STREPTOMYCIN,0.0,0.0,0.0,48836.16332400001,0.040949904,0.0,0.0
Z2,2011,F,20to24,TETRACYCLINES,33.643101508,2739.0,1643.0,48836.16332400001,0.8299983791000001,-7.055879749,39.499470263000006
Z2,2011,F,20to24,THIRD-G-CEPHALOSPORINS,2.7848215491,154.0,136.0,48836.16332400001,0.23879647780000002,-14.84640135,6.330089898600001
Z2,2011,F,20to24,TRIMETHOPRIM AND DERIVATIVES,0.4709624679,39.0,23.0,48836.16332400001,0.098202463,-0.902662111,0.5596061104
Z2,2011,M,20to24,ANY ANTIMICROBIALS,184.32784622,14143.0,9197.0,49894.794458000004,1.9220640480000002,-7.1211118440000005,198.01507928
Z2,2011,M,20to24,BETA-L-PENICILLIN,59.244657326,3386.0,2956.0,49894.794458000004,1.0896749745,-2.349914908,61.80530079300001
Z2,2011,M,20to24,BETA-L-RESISTANT-PENICILLIN,2.3649761720000004,135.0,118.0,49894.794458000004,0.2177137036,-8.212895534000001,4.153036076
Z2,2011,M,20to24,BETA-L-SENSITIVE-PENICILLIN,16.655044059,910.0,831.0,49894.794458000004,0.5777570771,-4.386556011,19.189407838
Z2,2011,M,20to24,COMBINATION PENICILLIN,8.0369105506,429.0,401.0,49894.794458000004,0.40134416050000005,-9.413072783,11.814792344
Z2,2011,M,20to24,COMBINATION SULFONAMIDES & TRIMETHORPIM,6.313283849,587.0,315.0,49894.794458000004,0.3557132471000001,-0.52261887,6.4991863044
Z2,2011,M,20to24,FIRST-G-CEPHALOSPORINS,28.259461038,1621.0,1410.0,49894.794458000004,0.7525828520000001,-4.391561429999999,31.564474864
Z2,2011,M,20to24,FLUOROQUINOLONES,16.534791033,967.0,825.0,49894.794458000004,0.575667533,-4.100409459000001,18.895263631000002
Z2,2011,M,20to24,IMIDAZOLE DERIVATIVES,0.2204638804,13.0,11.0,49894.794458000004,0.066472361,1.2094532051000002,0.1400686704
Z2,2011,M,20to24,INTERMEDIATE-ACTING SULFONAMIDES,0.0,0.0,0.0,49894.794458000004,0.0400811286,0.0,0.0
Z2,2011,M,20to24,LINCOSAMIDES,8.5379648244,489.0,426.0,49894.794458000004,0.4136657474,-14.676577720000001,14.609162318000001
Z2,2011,M,20to24,MACROLIDES,54.294241101000004,3132.0,2709.0,49894.794458000004,1.0431560102,0.40629635420000004,53.870410618
Z2,2011,M,20to24,MONOBACTAMS,0.0,0.0,0.0,49894.794458000004,0.0400811286,0.0,0.0
Z2,2011,M,20to24,NITROFURAN DERIVATIVES,0.4810121028,42.0,24.0,49894.794458000004,0.0981861843,-1.021252428,0.581284982
Z2,2011,M,20to24,OTHER AMINOGLYCOSIDES,0.1202530257,22.0,6.0,49894.794458000004,0.0490930922,0.0243345009,0.11905836980000001
Z2,2011,M,20to24,OTHER CEPHALOSPORINS,0.0,0.0,0.0,49894.794458000004,0.0400811286,0.0,0.0
Z2,2011,M,20to24,POLYMYXINS,0.0,0.0,0.0,49894.794458000004,0.0400811286,0.0,0.0
Z2,2011,M,20to24,SECOND-G-CEPHALOSPORINS,7.616024960700001,404.0,380.0,49894.794458000004,0.39069383690000004,1.0301888576,7.2135365232
Z2,2011,M,20to24,STEROID ANTIBACTERIALS,0.0,0.0,0.0,49894.794458000004,0.0400811286,0.0,0.0
Z2,2011,M,20to24,STREPTOMYCIN,0.0,0.0,0.0,49894.794458000004,0.0400811286,0.0,0.0
Z2,2011,M,20to24,TETRACYCLINES,21.084363839,1890.0,1052.0,49894.794458000004,0.6500587853,0.7280249215000001,20.611104842000003
Z2,2011,M,20to24,THIRD-G-CEPHALOSPORINS,1.8438797273,128.0,92.0,49894.794458000004,0.1922377505,-3.2685167340000003,2.4722120317000003
Z2,2011,BOTH,25to29,ANY ANTIMICROBIALS,249.79909635,50002.0,29987.0,120044.46949,1.4425283369000002,-14.687796020000002,270.98665832000006
Z2,2011,BOTH,25to29,BETA-L-PENICILLIN,79.7621085,11498.0,9575.0,120044.46949,0.8151306709,-8.227446129,86.468552184
Z2,2011,BOTH,25to29,BETA-L-RESISTANT-PENICILLIN,3.2238053253000003,420.0,387.0,120044.46949,0.1638752344,-10.188090400000002,4.8933810276
Z2,2011,BOTH,25to29,BETA-L-SENSITIVE-PENICILLIN,17.993332048000003,2336.0,2160.0,120044.46949,0.3871548631,-9.08867255,21.512055825
Z2,2011,BOTH,25to29,COMBINATION PENICILLIN,11.262493023000001,1463.0,1352.0,120044.46949,0.3062994304000001,-17.333137150000002,16.571623057
Z2,2011,BOTH,25to29,COMBINATION SULFONAMIDES & TRIMETHORPIM,13.39503608,2265.0,1608.0,120044.46949,0.33404183870000004,-8.223064979000002,16.141883826
Z2,2011,BOTH,25to29,FIRST-G-CEPHALOSPORINS,35.611803012,5071.0,4275.0,120044.46949,0.5446605282,-5.154608192,38.419314632
Z2,2011,BOTH,25to29,FLUOROQUINOLONES,40.276740950000004,5694.0,4835.0,120044.46949,0.5792367159,-10.57544439,46.402426629000004
Z2,2011,BOTH,25to29,GLYCOPEPTIDE ANTIBACTERIALS,0.2415771432,64.0,29.0,120044.46949,0.0448597493,2.9378173177000004,0.10978739480000001
Z2,2011,BOTH,25to29,IMIDAZOLE DERIVATIVES,0.49148453280000004,69.0,59.0,120044.46949,0.0639858361,-0.211570003,0.5050220163
Z2,2011,BOTH,25to29,INTERMEDIATE-ACTING SULFONAMIDES,0.0,0.0,0.0,120044.46949,0.0166599375,0.0,0.0
Z2,2011,BOTH,25to29,LINCOSAMIDES,11.828949772000001,1697.0,1420.0,120044.46949,0.3139077337,-21.973472660000002,18.726592779
Z2,2011,BOTH,25to29,MACROLIDES,73.43945154400001,10563.0,8816.0,120044.46949,0.7821564555,1.6015606986000002,72.186780505
Z2,2011,BOTH,25to29,MONOBACTAMS,0.0,0.0,0.0,120044.46949,0.0166599375,0.0,0.0
Z2,2011,BOTH,25to29,NITROFURAN DERIVATIVES,18.534798059,2748.0,2225.0,120044.46949,0.39293693300000004,0.0467497966,18.516428337
Z2,2011,BOTH,25to29,OTHER AMINOGLYCOSIDES,0.16660492640000002,40.0,20.0,120044.46949,0.0372539941,0.7673401964000001,0.1380184392
Z2,2011,BOTH,25to29,OTHER CEPHALOSPORINS,0.0,0.0,0.0,120044.46949,0.0166599375,0.0,0.0
Z2,2011,BOTH,25to29,SECOND-G-CEPHALOSPORINS,10.429468391,1391.0,1252.0,120044.46949,0.2947542038,-0.054343698,10.445486424
Z2,2011,BOTH,25to29,STEROID ANTIBACTERIALS,0.0,0.0,0.0,120044.46949,0.0166599375,0.0,0.0
Z2,2011,BOTH,25to29,STREPTOMYCIN,0.0,0.0,0.0,120044.46949,0.0166599375,0.0,0.0
Z2,2011,BOTH,25to29,TETRACYCLINES,21.691961413,4275.0,2604.0,120044.46949,0.4250874989,-5.406305193000001,23.990114166
Z2,2011,BOTH,25to29,THIRD-G-CEPHALOSPORINS,2.6240275903,365.0,315.0,120044.46949,0.1478472055,-13.482274160000001,4.617344149100001
Z2,2011,BOTH,25to29,TRIMETHOPRIM AND DERIVATIVES,0.1999259116,57.0,24.0,120044.46949,0.0408097058,-0.32774832300000006,0.2133012243
Z2,2011,F,25to29,ANY ANTIMICROBIALS,325.10551469,33523.0,19327.0,59448.391758000005,2.3385255168000003,-12.912435290000001,355.30157410000004
Z2,2011,F,25to29,BETA-L-PENICILLIN,103.72021543,7465.0,6166.0,59448.391758000005,1.3208747856,-7.513625487,113.64477388
Z2,2011,F,25to29,BETA-L-RESISTANT-PENICILLIN,3.8016167186,245.0,226.0,59448.391758000005,0.2528797825,-8.501618038,5.9515040390000005
Z2,2011,F,25to29,BETA-L-SENSITIVE-PENICILLIN,22.557380618,1448.0,1341.0,59448.391758000005,0.6159908748,-7.479354357,27.164594652
Z2,2011,F,25to29,COMBINATION PENICILLIN,13.642084773,883.0,811.0,59448.391758000005,0.4790383876,-14.95842576,20.807744932000002
Z2,2011,F,25to29,COMBINATION SULFONAMIDES & TRIMETHORPIM,21.161211646,1664.0,1258.0,59448.391758000005,0.5966233005,-10.04069885,27.151726535
Z2,2011,F,25to29,FIRST-G-CEPHALOSPORINS,41.229037952000006,2892.0,2451.0,59448.391758000005,0.8327824137000001,-5.169169544000001,45.533831442
Z2,2011,F,25to29,FLUOROQUINOLONES,59.98480185100001,4207.0,3566.0,59448.391758000005,1.0045014296,-10.3892013,70.420769413
Z2,2011,F,25to29,GLYCOPEPTIDE ANTIBACTERIALS,0.201855755,23.0,12.0,59448.391758000005,0.0582707372,1.6974355386000002,0.1029449347
Z2,2011,F,25to29,IMIDAZOLE DERIVATIVES,0.8578869586000001,59.0,51.0,59448.391758000005,0.1201282022,-0.410522074,0.9072022373
Z2,2011,F,25to29,INTERMEDIATE-ACTING SULFONAMIDES,0.0,0.0,0.0,59448.391758000005,0.0336403623,0.0,0.0
Z2,2011,F,25to29,LINCOSAMIDES,14.870040616,1073.0,884.0,59448.391758000005,0.5001335884,-17.00524384,23.374934242000002
Z2,2011,F,25to29,MACROLIDES,94.098424441,6821.0,5594.0,59448.391758000005,1.2581172609000002,1.4730970820000002,92.24509557500001
Z2,2011,F,25to29,MONOBACTAMS,0.0,0.0,0.0,59448.391758000005,0.0336403623,0.0,0.0
Z2,2011,F,25to29,NITROFURAN DERIVATIVES,36.687283466000004,2679.0,2181.0,59448.391758000005,0.7855751238,-0.7203827770000001,37.253198255
Z2,2011,F,25to29,OTHER AMINOGLYCOSIDES,0.23549838080000002,26.0,14.0,59448.391758000005,0.0629395897,1.0837830714,0.16728551889999999
Z2,2011,F,25to29,OTHER CEPHALOSPORINS,0.0,0.0,0.0,59448.391758000005,0.0336403623,0.0,0.0
Z2,2011,F,25to29,SECOND-G-CEPHALOSPORINS,13.322479828,870.0,792.0,59448.391758000005,0.4733937072,-1.921566308,14.232137226
Z2,2011,F,25to29,STEROID ANTIBACTERIALS,0.0,0.0,0.0,59448.391758000005,0.0336403623,0.0,0.0
Z2,2011,F,25to29,STREPTOMYCIN,0.0,0.0,0.0,59448.391758000005,0.0336403623,0.0,0.0
Z2,2011,F,25to29,TETRACYCLINES,29.571868103,2895.0,1758.0,59448.391758000005,0.7052925966000001,-6.238489357000001,33.97182846
Z2,2011,F,25to29,THIRD-G-CEPHALOSPORINS,3.2633347053,219.0,194.0,59448.391758000005,0.2342937776,-16.389107,7.1032004963
Z2,2011,F,25to29,TRIMETHOPRIM AND DERIVATIVES,0.37006888410000005,55.0,22.0,59448.391758000005,0.0788989512,0.0421748843,0.36674133000000003
Z2,2011,M,25to29,ANY ANTIMICROBIALS,175.91897693,16479.0,10660.0,60596.077728,1.7038607095000002,-8.719460222,190.77572261000003
Z2,2011,M,25to29,BETA-L-PENICILLIN,56.257766638,4033.0,3409.0,60596.077728,0.9635383097,-4.522239312,60.615117461000004
Z2,2011,M,25to29,BETA-L-RESISTANT-PENICILLIN,2.6569376441,175.0,161.0,60596.077728,0.2093960206,-5.873196148000001,3.8867615458
Z2,2011,M,25to29,BETA-L-SENSITIVE-PENICILLIN,13.515726276,888.0,819.0,60596.077728,0.4722776971,-5.545306962,16.134651078
Z2,2011,M,25to29,COMBINATION PENICILLIN,8.9279705929,580.0,541.0,60596.077728,0.38384343630000006,-9.41457127,12.54169198
Z2,2011,M,25to29,COMBINATION SULFONAMIDES & TRIMETHORPIM,5.7759514002,601.0,350.0,60596.077728,0.3087375889,0.34985217230000004,5.667938884000001
Z2,2011,M,25to29,FIRST-G-CEPHALOSPORINS,30.100958154,2179.0,1824.0,60596.077728,0.7048032581000001,-2.199386379,31.65109284
Z2,2011,M,25to29,FLUOROQUINOLONES,20.941949505000004,1487.0,1269.0,60596.077728,0.5878767669,-4.441769977000001,23.553162879
Z2,2011,M,25to29,FOURTH-G-CEPHALOSPORINS,0.0,0.0,0.0,60596.077728,0.033003258,0.0,0.0
Z2,2011,M,25to29,GLYCOPEPTIDE ANTIBACTERIALS,0.2805462109,41.0,17.0,60596.077728,0.0680424506,2.4139255311000003,0.11629680220000001
Z2,2011,M,25to29,IMIDAZOLE DERIVATIVES,0.13202174630000002,10.0,8.0,60596.077728,0.046676736,0.205756885,0.12241768650000001
Z2,2011,M,25to29,INTERMEDIATE-ACTING SULFONAMIDES,0.0,0.0,0.0,60596.077728,0.033003258,0.0,0.0
Z2,2011,M,25to29,LINCOSAMIDES,8.845457001400002,624.0,536.0,60596.077728,0.38206555070000003,-14.288254080000002,14.304506665
Z2,2011,M,25to29,MACROLIDES,53.171758318,3742.0,3222.0,60596.077728,0.9367382496000001,0.0714884046,53.104792395000004
Z2,2011,M,25to29,MONOBACTAMS,0.0,0.0,0.0,60596.077728,0.033003258,0.0,0.0
Z2,2011,M,25to29,NITROFURAN DERIVATIVES,0.7261196046,69.0,44.0,60596.077728,0.1094666492,0.31479611600000007,0.6916599286
Z2,2011,M,25to29,OTHER AMINOGLYCOSIDES,0.0990163097,14.0,6.0,60596.077728,0.0404232392,-0.27606912100000003,0.11017591780000001
Z2,2011,M,25to29,OTHER ANTIBACTERIALS,0.0,0.0,0.0,60596.077728,0.033003258,0.0,0.0
Z2,2011,M,25to29,OTHER CEPHALOSPORINS,0.0,0.0,0.0,60596.077728,0.033003258,0.0,0.0
Z2,2011,M,25to29,POLYMYXINS,0.0,0.0,0.0,60596.077728,0.033003258,-0.185463033,0.0061208843
Z2,2011,M,25to29,SECOND-G-CEPHALOSPORINS,7.5912504117,521.0,460.0,60596.077728,0.35394387550000006,2.1136168451,6.843148674300001
Z2,2011,M,25to29,STEROID ANTIBACTERIALS,0.0,0.0,0.0,60596.077728,0.033003258,0.0,0.0
Z2,2011,M,25to29,STREPTOMYCIN,0.0,0.0,0.0,60596.077728,0.033003258,0.0,0.0
Z2,2011,M,25to29,TETRACYCLINES,13.96129967,1380.0,846.0,60596.077728,0.47999937020000005,-1.110323143,14.494254079000001
Z2,2011,M,25to29,THIRD-G-CEPHALOSPORINS,1.9968289126,146.0,121.0,60596.077728,0.1815299011,-1.4083438430000002,2.2524854312
Z2,2011,BOTH,30to34,ANY ANTIMICROBIALS,267.034746,53118.0,31581.0,118265.50841,1.5026396201,-11.713741780000001,284.6362785
Z2,2011,BOTH,30to34,BETA-L-PENICILLIN,90.017792531,12939.0,10646.0,118265.50841,0.8724391135,-3.555800198,93.120011703
Z2,2011,BOTH,30to34,BETA-L-RESISTANT-PENICILLIN,3.7119867482,477.0,439.0,118265.50841,0.1771634614,-8.489737928,5.2160581062
Z2,2011,BOTH,30to34,BETA-L-SENSITIVE-PENICILLIN,18.948889072000004,2443.0,2241.0,118265.50841,0.4002790175,-8.91987478,22.519327785
